pair	ts	grade	vol_z	amp_24h	win4h
AVAX/USDT	2025-05-29 00:15:00+00:00	B	3.7100322511223207	0.09324894514767937	2025-05-29 00:00:00+00:00
BNB/USDT	2025-06-01 14:15:00+00:00	A	7.979905134090209	0.02168729940394323	2025-06-01 12:00:00+00:00
LINK/USDT	2025-06-01 16:00:00+00:00	B	4.283818285758223	0.03558718861209964	2025-06-01 16:00:00+00:00
LTC/USDT	2025-06-02 07:00:00+00:00	A	10.792698108064965	0.03588943379402584	2025-06-02 04:00:00+00:00
ETH/USDT	2025-06-02 13:30:00+00:00	A	3.307148608430086	0.061344490978868293	2025-06-02 12:00:00+00:00
ADA/USDT	2025-06-02 22:00:00+00:00	B	3.2135492999275312	0.04846901755913524	2025-06-02 20:00:00+00:00
BNB/USDT	2025-06-03 01:15:00+00:00	B	3.2300746636720357	0.024260082353465735	2025-06-03 00:00:00+00:00
XRP/USDT	2025-06-03 11:00:00+00:00	A	4.608356573388631	0.035369774919613975	2025-06-03 08:00:00+00:00
SOL/USDT	2025-06-03 14:45:00+00:00	A	3.800468778483446	0.05821435136956921	2025-06-03 12:00:00+00:00
ETH/USDT	2025-06-04 15:30:00+00:00	B	4.232684542860414	0.04384295508185674	2025-06-04 12:00:00+00:00
BNB/USDT	2025-06-05 08:00:00+00:00	A	4.843303256263604	0.06791506137442868	2025-06-05 08:00:00+00:00
BTC/USDT	2025-06-07 12:30:00+00:00	A	4.023289606494333	0.00886053849836094	2025-06-07 12:00:00+00:00
LINK/USDT	2025-06-07 22:30:00+00:00	A	3.357398908852568	0.03093525179856113	2025-06-07 20:00:00+00:00
ADA/USDT	2025-06-08 12:00:00+00:00	B	4.55476303541633	0.03456014362657093	2025-06-08 12:00:00+00:00
AVAX/USDT	2025-06-08 18:30:00+00:00	B	3.440992568678111	0.05990566037735847	2025-06-08 16:00:00+00:00
LINK/USDT	2025-06-09 09:30:00+00:00	A	5.060608929055895	0.06676342525399129	2025-06-09 08:00:00+00:00
ADA/USDT	2025-06-09 16:15:00+00:00	B	3.8234876200564214	0.05443873807776966	2025-06-09 16:00:00+00:00
DOGE/USDT	2025-06-09 21:00:00+00:00	A	9.56651640312254	0.04589562024652509	2025-06-09 20:00:00+00:00
LINK/USDT	2025-06-10 11:15:00+00:00	A	15.038642406871523	0.048225050234427254	2025-06-10 08:00:00+00:00
SOL/USDT	2025-06-10 18:45:00+00:00	A	17.16479680087126	0.03641354071363238	2025-06-10 16:00:00+00:00
DOGE/USDT	2025-06-10 23:15:00+00:00	B	3.1125598011529934	0.07836879432624105	2025-06-10 20:00:00+00:00
BNB/USDT	2025-06-11 06:15:00+00:00	A	4.382710769183747	0.015771602180323353	2025-06-11 04:00:00+00:00
XRP/USDT	2025-06-11 08:00:00+00:00	A	5.702926591258312	0.04613719974031586	2025-06-11 08:00:00+00:00
AVAX/USDT	2025-06-11 12:30:00+00:00	B	6.91615810776734	0.09042316258351898	2025-06-11 12:00:00+00:00
ADA/USDT	2025-06-15 14:45:00+00:00	B	3.2600990476002902	0.051811023622047134	2025-06-15 12:00:00+00:00
LINK/USDT	2025-06-15 22:00:00+00:00	B	3.269957941086834	0.07541478129713423	2025-06-15 20:00:00+00:00
AVAX/USDT	2025-06-16 01:45:00+00:00	B	4.9221068117631965	0.0672529746508019	2025-06-16 00:00:00+00:00
ETH/USDT	2025-06-16 07:00:00+00:00	B	3.24348641700609	0.059235264372535894	2025-06-16 04:00:00+00:00
ETH/USDT	2025-06-16 13:45:00+00:00	B	3.2060710831676085	0.059014480896050485	2025-06-16 12:00:00+00:00
XRP/USDT	2025-06-16 16:00:00+00:00	B	4.828917253591495	0.0746011953390378	2025-06-16 16:00:00+00:00
ETH/USDT	2025-06-20 07:15:00+00:00	A	4.65005470291622	0.07957191226727066	2025-06-20 04:00:00+00:00
SOL/USDT	2025-06-23 13:30:00+00:00	B	3.75258047991286	0.11931525971640569	2025-06-23 12:00:00+00:00
AVAX/USDT	2025-06-23 20:15:00+00:00	B	3.2177215730138324	0.0642978003384093	2025-06-23 20:00:00+00:00
LINK/USDT	2025-06-24 14:00:00+00:00	A	15.255369559242634	0.04487658937920715	2025-06-24 12:00:00+00:00
BNB/USDT	2025-06-25 01:30:00+00:00	A	5.480656572017104	0.016711840780608632	2025-06-25 00:00:00+00:00
SOL/USDT	2025-06-25 07:15:00+00:00	A	3.068506557088635	0.039025383466811454	2025-06-25 04:00:00+00:00
LTC/USDT	2025-06-25 13:15:00+00:00	B	4.917815448685638	0.02403000820536862	2025-06-25 12:00:00+00:00
ETH/USDT	2025-06-26 02:45:00+00:00	B	4.29315382517161	0.055504752737336	2025-06-26 00:00:00+00:00
AVAX/USDT	2025-06-27 16:30:00+00:00	B	5.997720499946618	0.046511627906976764	2025-06-27 16:00:00+00:00
XRP/USDT	2025-06-27 21:15:00+00:00	B	6.749423605290918	0.03793520759635083	2025-06-27 20:00:00+00:00
ADA/USDT	2025-06-28 06:45:00+00:00	A	4.569128341640793	0.023830695358349578	2025-06-28 04:00:00+00:00
LTC/USDT	2025-06-28 15:30:00+00:00	A	3.080857104952965	0.0180953485674516	2025-06-28 12:00:00+00:00
SOL/USDT	2025-06-28 17:45:00+00:00	B	3.6275177228255697	0.0209633962016166	2025-06-28 16:00:00+00:00
BTC/USDT	2025-06-29 00:45:00+00:00	A	3.522293560137396	0.015049603669361483	2025-06-29 00:00:00+00:00
BTC/USDT	2025-06-29 08:30:00+00:00	A	7.27660502294033	0.014300811158419706	2025-06-29 08:00:00+00:00
ADA/USDT	2025-06-29 22:00:00+00:00	A	3.3257407599019597	0.06065949567977426	2025-06-29 20:00:00+00:00
LINK/USDT	2025-06-30 14:00:00+00:00	A	3.1362894276187836	0.050262565641410344	2025-06-30 12:00:00+00:00
BNB/USDT	2025-06-30 16:45:00+00:00	B	5.229871005467496	0.02181243734240668	2025-06-30 16:00:00+00:00
DOGE/USDT	2025-07-02 14:00:00+00:00	A	10.546710741951955	0.08157490003075973	2025-07-02 12:00:00+00:00
BNB/USDT	2025-07-02 16:00:00+00:00	B	3.72830651437063	0.012281679952982981	2025-07-02 16:00:00+00:00
ETH/USDT	2025-07-03 13:30:00+00:00	B	3.37023231101013	0.0412336931859349	2025-07-03 12:00:00+00:00
AVAX/USDT	2025-07-04 01:30:00+00:00	A	6.103273650367304	0.07375734901122388	2025-07-04 00:00:00+00:00
SOL/USDT	2025-07-06 06:00:00+00:00	A	4.350139726836773	0.04807627290553781	2025-07-06 04:00:00+00:00
XRP/USDT	2025-07-06 08:30:00+00:00	B	10.617132428723652	0.02284874398717259	2025-07-06 08:00:00+00:00
AVAX/USDT	2025-07-06 12:30:00+00:00	A	3.682008916544227	0.03790412486064658	2025-07-06 12:00:00+00:00
AVAX/USDT	2025-07-06 22:00:00+00:00	B	7.221548358200063	0.04308023694130322	2025-07-06 20:00:00+00:00
LINK/USDT	2025-07-07 06:45:00+00:00	A	3.3842401375905253	0.03877103145574259	2025-07-07 04:00:00+00:00
XRP/USDT	2025-07-07 13:45:00+00:00	B	29.51821284502727	0.04488820617852875	2025-07-07 12:00:00+00:00
DOGE/USDT	2025-07-08 11:00:00+00:00	B	5.321622025737945	0.030808879517366525	2025-07-08 08:00:00+00:00
ETH/USDT	2025-07-08 17:00:00+00:00	B	11.26006310110725	0.032530931739752446	2025-07-08 16:00:00+00:00
AVAX/USDT	2025-07-09 05:30:00+00:00	B	9.917723465507342	0.0713128038897893	2025-07-09 04:00:00+00:00
LTC/USDT	2025-07-09 12:00:00+00:00	A	4.07746739225374	0.03967985570961556	2025-07-09 12:00:00+00:00
LTC/USDT	2025-07-09 18:00:00+00:00	A	5.02828119492199	0.05010672958094589	2025-07-09 16:00:00+00:00
DOGE/USDT	2025-07-09 20:30:00+00:00	B	15.964918599334814	0.04800615181808194	2025-07-09 20:00:00+00:00
AVAX/USDT	2025-07-10 12:45:00+00:00	A	5.4902519314375	0.09354346720894761	2025-07-10 12:00:00+00:00
XRP/USDT	2025-07-10 16:15:00+00:00	B	3.056452713879744	0.20694821233348176	2025-07-10 16:00:00+00:00
DOGE/USDT	2025-07-10 21:15:00+00:00	B	13.159382200486807	0.12147425815245882	2025-07-10 20:00:00+00:00
XRP/USDT	2025-07-11 12:45:00+00:00	B	3.348938513049409	0.11702285544672007	2025-07-11 12:00:00+00:00
AVAX/USDT	2025-07-13 01:45:00+00:00	B	3.640315791764726	0.04316888045540798	2025-07-13 00:00:00+00:00
BTC/USDT	2025-07-13 12:45:00+00:00	A	5.1511843929409356	0.042751834785346665	2025-07-13 12:00:00+00:00
AVAX/USDT	2025-07-13 18:45:00+00:00	B	8.247841361718608	0.05032317636195752	2025-07-13 16:00:00+00:00
BTC/USDT	2025-07-14 02:15:00+00:00	B	3.4617858736481373	0.04498320225117117	2025-07-14 00:00:00+00:00
BNB/USDT	2025-07-14 07:15:00+00:00	B	3.4979104012022733	0.045781798043197354	2025-07-14 04:00:00+00:00
DOGE/USDT	2025-07-16 00:30:00+00:00	B	3.7577364187527795	0.12511791867335287	2025-07-16 00:00:00+00:00
BNB/USDT	2025-07-16 14:30:00+00:00	B	3.4929432714083526	0.04475279884175976	2025-07-16 12:00:00+00:00
XRP/USDT	2025-07-16 17:15:00+00:00	B	7.333666676646337	0.10426853442579632	2025-07-16 16:00:00+00:00
ADA/USDT	2025-07-16 20:15:00+00:00	B	3.54950035934772	0.10958376156217889	2025-07-16 20:00:00+00:00
ADA/USDT	2025-07-17 09:00:00+00:00	B	7.840494934798525	0.13800451240912506	2025-07-17 08:00:00+00:00
XRP/USDT	2025-07-17 21:00:00+00:00	B	6.497099203660099	0.09195402298850568	2025-07-17 20:00:00+00:00
DOGE/USDT	2025-07-18 00:30:00+00:00	B	3.907846953545459	0.1364968039772726	2025-07-18 00:00:00+00:00
SOL/USDT	2025-07-18 05:00:00+00:00	B	6.864822174712512	0.062001627339300126	2025-07-18 04:00:00+00:00
LTC/USDT	2025-07-18 09:45:00+00:00	B	7.353263931564139	0.10175123484508306	2025-07-18 08:00:00+00:00
LTC/USDT	2025-07-19 19:00:00+00:00	B	3.5729244020744413	0.1542109256449166	2025-07-19 16:00:00+00:00
SOL/USDT	2025-07-20 01:00:00+00:00	B	8.786037262884491	0.037483266398929044	2025-07-20 00:00:00+00:00
ETH/USDT	2025-07-20 08:30:00+00:00	B	4.479002700745357	0.03859006958953513	2025-07-20 08:00:00+00:00
LINK/USDT	2025-07-20 15:30:00+00:00	B	12.989724507683787	0.07052896725440816	2025-07-20 12:00:00+00:00
DOGE/USDT	2025-07-20 16:00:00+00:00	B	13.847564418883076	0.10752442872894576	2025-07-20 16:00:00+00:00
BNB/USDT	2025-07-20 22:30:00+00:00	B	3.5568674202906663	0.04730681623678433	2025-07-20 20:00:00+00:00
XRP/USDT	2025-07-21 06:15:00+00:00	B	3.8759756492956527	0.06379402123665705	2025-07-21 04:00:00+00:00
ADA/USDT	2025-07-21 11:45:00+00:00	B	6.1969359408859	0.09323059988992845	2025-07-21 08:00:00+00:00
SOL/USDT	2025-07-22 01:15:00+00:00	B	4.470961996682734	0.06142198154833534	2025-07-22 00:00:00+00:00
BTC/USDT	2025-07-22 07:00:00+00:00	B	3.302983790896884	0.023328214771636494	2025-07-22 04:00:00+00:00
BTC/USDT	2025-07-22 18:45:00+00:00	B	4.134110710345338	0.024611285261483238	2025-07-22 16:00:00+00:00
BNB/USDT	2025-07-22 23:15:00+00:00	B	4.45640264914921	0.0730977014423322	2025-07-22 20:00:00+00:00
ETH/USDT	2025-07-24 14:30:00+00:00	B	3.750069742575541	0.053463441078809994	2025-07-24 12:00:00+00:00
AVAX/USDT	2025-07-26 18:30:00+00:00	B	4.264906526899858	0.040824415378517685	2025-07-26 16:00:00+00:00
XRP/USDT	2025-07-27 05:15:00+00:00	B	4.118108787368985	0.04139723399647299	2025-07-27 04:00:00+00:00
ETH/USDT	2025-07-27 10:30:00+00:00	A	3.817140439847957	0.03913644358824021	2025-07-27 08:00:00+00:00
BNB/USDT	2025-07-27 15:45:00+00:00	B	27.05970963564027	0.05957201403715437	2025-07-27 12:00:00+00:00
XRP/USDT	2025-07-27 16:00:00+00:00	B	6.899600129757928	0.059101214323426236	2025-07-27 16:00:00+00:00
SOL/USDT	2025-07-27 22:00:00+00:00	B	3.9802347938847427	0.06641076874539907	2025-07-27 20:00:00+00:00
ADA/USDT	2025-07-28 00:15:00+00:00	B	3.2774499088430535	0.08308570070129556	2025-07-28 00:00:00+00:00
DOGE/USDT	2025-07-28 05:15:00+00:00	B	3.4483062961109945	0.10600621193174942	2025-07-28 04:00:00+00:00
BTC/USDT	2025-07-30 14:45:00+00:00	B	4.12051231849944	0.026333968892555962	2025-07-30 12:00:00+00:00
SOL/USDT	2025-08-03 23:00:00+00:00	A	3.2565110800052612	0.052531217321769214	2025-08-03 20:00:00+00:00
ADA/USDT	2025-08-04 07:45:00+00:00	A	3.063950594387978	0.03520841764467829	2025-08-04 04:00:00+00:00
LTC/USDT	2025-08-04 09:15:00+00:00	B	8.624069769113918	0.13155326887252738	2025-08-04 08:00:00+00:00
ETH/USDT	2025-08-04 13:30:00+00:00	A	7.675478304101819	0.039905615123762325	2025-08-04 12:00:00+00:00
SOL/USDT	2025-08-04 17:00:00+00:00	B	4.510078081532448	0.05301645338208398	2025-08-04 16:00:00+00:00
AVAX/USDT	2025-08-04 21:30:00+00:00	B	3.8045275352737393	0.065910082933217	2025-08-04 20:00:00+00:00
LTC/USDT	2025-08-05 02:00:00+00:00	B	11.172953171626585	0.09173337689919939	2025-08-05 00:00:00+00:00
SOL/USDT	2025-08-06 14:00:00+00:00	A	3.084526914565848	0.05752694683299019	2025-08-06 12:00:00+00:00
ETH/USDT	2025-08-07 01:15:00+00:00	A	3.3362147974086667	0.07806906078093338	2025-08-07 00:00:00+00:00
LTC/USDT	2025-08-07 04:15:00+00:00	B	6.795018841751008	0.05758818703855616	2025-08-07 04:00:00+00:00
DOGE/USDT	2025-08-07 10:00:00+00:00	A	15.957340408134797	0.08371116307927266	2025-08-07 08:00:00+00:00
LINK/USDT	2025-08-07 13:00:00+00:00	B	7.726613529229776	0.11267605633802817	2025-08-07 12:00:00+00:00
XRP/USDT	2025-08-07 21:15:00+00:00	B	7.173420492353326	0.06583003082342576	2025-08-07 20:00:00+00:00
ETH/USDT	2025-08-08 03:15:00+00:00	A	5.002652093841404	0.04720659718268517	2025-08-08 00:00:00+00:00
BNB/USDT	2025-08-08 13:45:00+00:00	A	4.074896232680308	0.0475758263368883	2025-08-08 12:00:00+00:00
SOL/USDT	2025-08-09 05:00:00+00:00	A	5.21516346940205	0.04029527668313271	2025-08-09 04:00:00+00:00
BTC/USDT	2025-08-09 09:45:00+00:00	B	3.5295227076852917	0.020269444009732927	2025-08-09 08:00:00+00:00
DOGE/USDT	2025-08-09 12:15:00+00:00	A	5.542378860743669	0.07135806531216585	2025-08-09 12:00:00+00:00
DOGE/USDT	2025-08-09 17:30:00+00:00	B	3.428614879749652	0.07068937418513692	2025-08-09 16:00:00+00:00
SOL/USDT	2025-08-10 01:30:00+00:00	B	3.992162752556372	0.047007156798959095	2025-08-10 00:00:00+00:00
LINK/USDT	2025-08-10 06:45:00+00:00	B	3.981633564404552	0.0685840707964602	2025-08-10 04:00:00+00:00
LTC/USDT	2025-08-10 14:30:00+00:00	B	12.327944770447052	0.04889425010052282	2025-08-10 12:00:00+00:00
ETH/USDT	2025-08-11 01:30:00+00:00	B	3.175178971106884	0.0463395277169271	2025-08-11 00:00:00+00:00
XRP/USDT	2025-08-11 08:15:00+00:00	A	9.18726616838762	0.0660573703737218	2025-08-11 08:00:00+00:00
AVAX/USDT	2025-08-11 16:00:00+00:00	B	3.1847065128488072	0.06897993311036797	2025-08-11 16:00:00+00:00
ADA/USDT	2025-08-12 12:30:00+00:00	B	11.23102985611682	0.13064312736443873	2025-08-12 12:00:00+00:00
XRP/USDT	2025-08-12 20:15:00+00:00	B	5.706376255146437	0.04022482150994989	2025-08-12 20:00:00+00:00
SOL/USDT	2025-08-13 02:30:00+00:00	B	3.121786933687165	0.05565711964249446	2025-08-13 00:00:00+00:00
BNB/USDT	2025-08-13 07:00:00+00:00	B	17.579630047771964	0.0329892069450962	2025-08-13 04:00:00+00:00
XRP/USDT	2025-08-13 13:15:00+00:00	A	7.456930381276923	0.108186958614052	2025-08-13 12:00:00+00:00
ADA/USDT	2025-08-14 00:00:00+00:00	B	5.900316292471993	0.15217157021230748	2025-08-14 00:00:00+00:00
BNB/USDT	2025-08-14 06:30:00+00:00	B	4.994585736821773	0.056483442712131154	2025-08-14 04:00:00+00:00
LINK/USDT	2025-08-16 15:00:00+00:00	B	4.7722157063641	0.1712732215677389	2025-08-16 12:00:00+00:00
LINK/USDT	2025-08-17 03:30:00+00:00	B	3.006459253243001	0.13936535162950256	2025-08-17 00:00:00+00:00
BTC/USDT	2025-08-17 04:45:00+00:00	B	4.901758629992521	0.030277081451955016	2025-08-17 04:00:00+00:00
XRP/USDT	2025-08-17 15:30:00+00:00	A	5.303280497962029	0.0659249577608468	2025-08-17 12:00:00+00:00
LINK/USDT	2025-08-20 14:30:00+00:00	B	4.767137781825004	0.06004709576138152	2025-08-20 12:00:00+00:00
BNB/USDT	2025-08-20 19:00:00+00:00	B	9.671147101024363	0.05460600364349458	2025-08-20 16:00:00+00:00
SOL/USDT	2025-08-21 03:00:00+00:00	A	5.006284230392956	0.05267054468535156	2025-08-21 00:00:00+00:00
ADA/USDT	2025-08-22 14:00:00+00:00	B	51.586148311057705	0.07088972709119143	2025-08-22 12:00:00+00:00
XRP/USDT	2025-08-24 01:45:00+00:00	B	4.681938762539985	0.050234252993232795	2025-08-24 00:00:00+00:00
ADA/USDT	2025-08-24 14:45:00+00:00	A	3.158808706599217	0.12135006106361726	2025-08-24 12:00:00+00:00
ETH/USDT	2025-08-24 17:00:00+00:00	B	4.077247938050525	0.08965614910809756	2025-08-24 16:00:00+00:00
ETH/USDT	2025-08-26 12:30:00+00:00	A	4.174926994081778	0.04655751953384843	2025-08-26 12:00:00+00:00
SOL/USDT	2025-08-27 02:15:00+00:00	B	3.4642967768666746	0.07656226357996675	2025-08-27 00:00:00+00:00
ETH/USDT	2025-08-27 13:30:00+00:00	A	3.921862424478633	0.042429482330055154	2025-08-27 12:00:00+00:00
SOL/USDT	2025-08-28 08:00:00+00:00	B	5.091548394234873	0.05023191094619672	2025-08-28 08:00:00+00:00
LINK/USDT	2025-08-28 13:30:00+00:00	A	5.583778858341472	0.11659192825112105	2025-08-28 12:00:00+00:00
ADA/USDT	2025-08-29 12:30:00+00:00	A	7.500579550135506	0.046633983020447245	2025-08-29 12:00:00+00:00
LTC/USDT	2025-08-31 09:15:00+00:00	A	12.278555331975916	0.04144660281084961	2025-08-31 08:00:00+00:00
ADA/USDT	2025-09-01 07:15:00+00:00	A	17.404284405667106	0.07711019216735575	2025-09-01 04:00:00+00:00
BTC/USDT	2025-09-02 02:45:00+00:00	B	4.2578015039207	0.03073870882039184	2025-09-02 00:00:00+00:00
BTC/USDT	2025-09-02 14:15:00+00:00	B	3.256439683742449	0.015434519809906106	2025-09-02 12:00:00+00:00
BTC/USDT	2025-09-03 14:30:00+00:00	A	3.908664461833106	0.025514689846250813	2025-09-03 12:00:00+00:00
LTC/USDT	2025-09-04 20:00:00+00:00	A	3.3024985639660795	0.044881675582555104	2025-09-04 20:00:00+00:00
BNB/USDT	2025-09-06 03:30:00+00:00	B	3.009253923416017	0.01426958576300382	2025-09-06 00:00:00+00:00
DOGE/USDT	2025-09-06 23:15:00+00:00	B	4.008949567927715	0.06223856584693173	2025-09-06 20:00:00+00:00
LTC/USDT	2025-09-07 05:45:00+00:00	A	4.273407702094757	0.025004402183483036	2025-09-07 04:00:00+00:00
BNB/USDT	2025-09-07 08:00:00+00:00	A	5.015972042852896	0.018748852579401544	2025-09-07 08:00:00+00:00
ADA/USDT	2025-09-07 12:15:00+00:00	A	3.4189067163611293	0.04025880661394689	2025-09-07 12:00:00+00:00
SOL/USDT	2025-09-07 22:45:00+00:00	B	5.7081793108438585	0.055625301786576584	2025-09-07 20:00:00+00:00
DOGE/USDT	2025-09-08 02:45:00+00:00	B	3.2689211258132747	0.05883112967828074	2025-09-08 00:00:00+00:00
BTC/USDT	2025-09-08 07:15:00+00:00	A	4.397416151273656	0.01918345390778346	2025-09-08 04:00:00+00:00
LINK/USDT	2025-09-08 09:00:00+00:00	A	6.4727812617082625	0.045754509458865056	2025-09-08 08:00:00+00:00
BTC/USDT	2025-09-08 13:00:00+00:00	B	3.388873416038493	0.019427836336443217	2025-09-08 12:00:00+00:00
LINK/USDT	2025-09-09 06:00:00+00:00	B	3.4426886411802173	0.042020373514431324	2025-09-09 04:00:00+00:00
DOGE/USDT	2025-09-09 12:00:00+00:00	A	5.0886395486580085	0.054150598741627726	2025-09-09 12:00:00+00:00
XRP/USDT	2025-09-10 12:30:00+00:00	A	8.12197832399951	0.02812906670225909	2025-09-10 12:00:00+00:00
DOGE/USDT	2025-09-10 16:45:00+00:00	B	4.473659988783972	0.06754032258064512	2025-09-10 16:00:00+00:00
DOGE/USDT	2025-09-11 03:15:00+00:00	B	5.782426046990791	0.08872216267714651	2025-09-11 00:00:00+00:00
XRP/USDT	2025-09-11 09:15:00+00:00	A	3.011405285782947	0.040422721268163896	2025-09-11 08:00:00+00:00
LINK/USDT	2025-09-11 12:00:00+00:00	A	5.835103785852746	0.06312292358803985	2025-09-11 12:00:00+00:00
BTC/USDT	2025-09-11 22:15:00+00:00	A	3.311039326920749	0.016731102878931255	2025-09-11 20:00:00+00:00
SOL/USDT	2025-09-12 00:30:00+00:00	B	3.448389059994417	0.05436042766971531	2025-09-12 00:00:00+00:00
BNB/USDT	2025-09-12 17:15:00+00:00	A	14.04055942264593	0.0318172391586714	2025-09-12 16:00:00+00:00
XRP/USDT	2025-09-12 20:45:00+00:00	B	5.335297198366953	0.032211584643463236	2025-09-12 20:00:00+00:00
ADA/USDT	2025-09-13 00:00:00+00:00	B	6.646959200909006	0.04297001840025972	2025-09-13 00:00:00+00:00
LTC/USDT	2025-09-13 08:00:00+00:00	B	3.005909425089109	0.042480387247538005	2025-09-13 08:00:00+00:00
DOGE/USDT	2025-09-13 13:15:00+00:00	B	3.630466781738199	0.08340445086325737	2025-09-13 12:00:00+00:00
SOL/USDT	2025-09-14 01:45:00+00:00	B	4.348385322568894	0.042515968916554736	2025-09-14 00:00:00+00:00
BTC/USDT	2025-09-15 04:15:00+00:00	B	7.284745107385715	0.020472059746242017	2025-09-15 04:00:00+00:00
SOL/USDT	2025-09-16 15:45:00+00:00	B	6.228227129652698	0.03259178266537702	2025-09-16 12:00:00+00:00
BNB/USDT	2025-09-16 17:00:00+00:00	B	17.387056680120747	0.01779434371512201	2025-09-16 16:00:00+00:00
BTC/USDT	2025-09-17 05:45:00+00:00	B	4.548414403308028	0.027113278905081896	2025-09-17 04:00:00+00:00
DOGE/USDT	2025-09-17 17:30:00+00:00	B	5.163124322585233	0.10525142984475963	2025-09-17 16:00:00+00:00
BNB/USDT	2025-09-18 08:00:00+00:00	B	6.491690255105795	0.027296818027854688	2025-09-18 08:00:00+00:00
AVAX/USDT	2025-09-18 17:00:00+00:00	B	4.517091582056535	0.067986993792492	2025-09-18 16:00:00+00:00
BNB/USDT	2025-09-20 08:30:00+00:00	B	3.6336601689736643	0.08944832882833467	2025-09-20 08:00:00+00:00
BNB/USDT	2025-09-20 21:30:00+00:00	B	5.446827490400518	0.04750710063713824	2025-09-20 20:00:00+00:00
BNB/USDT	2025-09-21 01:45:00+00:00	B	4.6049302496553075	0.05466942765465276	2025-09-21 00:00:00+00:00
LTC/USDT	2025-09-21 10:00:00+00:00	B	5.5010992538136145	0.12034087974520104	2025-09-21 08:00:00+00:00
AVAX/USDT	2025-09-23 03:30:00+00:00	B	6.353869068199411	0.08062678062678058	2025-09-23 00:00:00+00:00
XRP/USDT	2025-09-24 19:45:00+00:00	B	5.842479181563402	0.08571524535653104	2025-09-24 16:00:00+00:00
AVAX/USDT	2025-09-28 13:45:00+00:00	B	6.1281718683972715	0.05570934256055362	2025-09-28 12:00:00+00:00
LINK/USDT	2025-09-28 16:00:00+00:00	B	6.185577982320237	0.03826169107227219	2025-09-28 16:00:00+00:00
SOL/USDT	2025-09-28 22:00:00+00:00	B	6.10716754206726	0.04865434345369216	2025-09-28 20:00:00+00:00
DOGE/USDT	2025-09-29 13:30:00+00:00	B	11.638705238831298	0.04459581030715847	2025-09-29 12:00:00+00:00
BTC/USDT	2025-10-01 08:15:00+00:00	B	8.185159206906267	0.0379451458000368	2025-10-01 08:00:00+00:00
LTC/USDT	2025-10-01 22:45:00+00:00	B	6.942244572734278	0.07609925990422285	2025-10-01 20:00:00+00:00
BNB/USDT	2025-10-02 06:30:00+00:00	B	3.6151069922600234	0.07617313565118558	2025-10-02 04:00:00+00:00
ADA/USDT	2025-10-02 16:00:00+00:00	B	3.698194241082189	0.04476744186046522	2025-10-02 16:00:00+00:00
BNB/USDT	2025-10-02 20:30:00+00:00	B	5.501329603547389	0.09318642817628635	2025-10-02 20:00:00+00:00
BNB/USDT	2025-10-03 03:00:00+00:00	B	6.2719163470076476	0.0981753738765621	2025-10-03 00:00:00+00:00
BNB/USDT	2025-10-03 13:15:00+00:00	B	8.208457637887705	0.0648416513502051	2025-10-03 12:00:00+00:00
LTC/USDT	2025-10-03 17:15:00+00:00	B	5.389607438301698	0.06099360550909983	2025-10-03 16:00:00+00:00
BTC/USDT	2025-10-05 02:15:00+00:00	A	5.0355511776443915	0.02773041574338166	2025-10-05 00:00:00+00:00
AVAX/USDT	2025-10-05 04:45:00+00:00	B	4.110225177813837	0.051165803108808354	2025-10-05 04:00:00+00:00
AVAX/USDT	2025-10-05 23:45:00+00:00	A	7.174579302661863	0.03624875290987695	2025-10-05 20:00:00+00:00
BNB/USDT	2025-10-06 01:15:00+00:00	B	3.1226112598220324	0.05776905905431928	2025-10-06 00:00:00+00:00
BNB/USDT	2025-10-06 06:00:00+00:00	B	10.574660666654191	0.05645550251966679	2025-10-06 04:00:00+00:00
BNB/USDT	2025-10-06 12:00:00+00:00	B	3.2409754861236433	0.11797068990700628	2025-10-06 12:00:00+00:00
BTC/USDT	2025-10-06 18:45:00+00:00	B	5.958562908385827	0.04412124384518901	2025-10-06 16:00:00+00:00
LINK/USDT	2025-10-07 01:00:00+00:00	A	3.184166872850197	0.08216857263871247	2025-10-07 00:00:00+00:00
BNB/USDT	2025-10-07 05:15:00+00:00	B	3.016116701153506	0.09380774491844716	2025-10-07 04:00:00+00:00
BNB/USDT	2025-10-07 10:30:00+00:00	B	3.644100546974647	0.06912699211281992	2025-10-07 08:00:00+00:00
LTC/USDT	2025-10-08 16:45:00+00:00	B	4.152526330026078	0.038755736868944436	2025-10-08 16:00:00+00:00
LTC/USDT	2025-10-09 00:45:00+00:00	A	5.16639978918416	0.1191056568882913	2025-10-09 00:00:00+00:00
BTC/USDT	2025-10-09 12:30:00+00:00	B	5.1243010166604925	0.03243180285294582	2025-10-09 12:00:00+00:00
LTC/USDT	2025-10-10 03:15:00+00:00	B	3.5489096853865614	0.6318185266671724	2025-10-10 00:00:00+00:00
SOL/USDT	2025-10-10 13:30:00+00:00	B	3.814917445032525	0.24831495781814933	2025-10-10 12:00:00+00:00
BNB/USDT	2025-10-12 08:30:00+00:00	B	8.516825604210178	0.17624913284039181	2025-10-12 08:00:00+00:00
LINK/USDT	2025-10-12 14:45:00+00:00	B	16.329792041829407	0.10523385300668155	2025-10-12 12:00:00+00:00
SOL/USDT	2025-10-13 16:45:00+00:00	B	4.062053082980995	0.10107978404319136	2025-10-13 16:00:00+00:00
